1,ChIJp4sJ8lgBBDQRZ055amEvMVY,ChIJY_swtNEABDQR9DvdWF424kU,14009,3,1
2,ChIJY_swtNEABDQR9DvdWF424kU,ChIJp4sJ8lgBBDQRZ055amEvMVY,23819,1,2
3,ChIJ7-M2fXkABDQRz7p-d63vFCs,ChIJe24WvkQABDQRdRco_ls-jZQ,19970,7,2
4,ChIJi3rybO8ABDQREs32v5BbvIE,ChIJe24WvkQABDQRdRco_ls-jZQ,34426,5,3
5,ChIJD19jOQwBBDQRRs6fALaR3bY,ChIJ5VTj0H0ABDQRYKGQlI29eSg,20503,1,2
6,ChIJ5VTj0H0ABDQRYKGQlI29eSg,ChIJD19jOQwBBDQRRs6fALaR3bY,27457,1,3
7,ChIJwYIuLgsBBDQRJhB9MqVWf6c,ChIJX_5UIFyqBjQRIJJEQnovclM,21989,6,2
8,ChIJVVUlB1P7AzQRwjjDlb0-QyQ,ChIJf9glLBQGBDQRdnbWkcKBcP4,57103,6,4
9,ChIJl_N39awHBDQRVRWMbD0yzE8,ChIJFZhxNRYGBDQRnqmv0hFgwzY,56911,1,4
10,ChIJMTMbVi33AzQRgo65Ul9OsVE,ChIJD4Yu9IDwAzQRe39BmjUPQpU,18175,1,2
11,ChIJD4Yu9IDwAzQRe39BmjUPQpU,ChIJMTMbVi33AzQRgo65Ul9OsVE,46266,1,4
12,ChIJY8KmCe_4AzQRlKMovEXhOZs,ChIJaTeDJ9gGBDQR9MkWyJbCZf8,15076,4,1
13,ChIJI-fIdMQGBDQR_dBEf_xySKM,ChIJaTeDJ9gGBDQR9MkWyJbCZf8,26065,5,2
14,ChIJ0dAkekwBBDQR0twl-KGbQxI,ChIJGwWieisHBDQRpA0wCo1WFLc,16858,1,1
15,ChIJGwWieisHBDQRpA0wCo1WFLc,ChIJ0dAkekwBBDQR0twl-KGbQxI,23735,1,2
16,ChIJKZgH5NAABDQRAHOLtYiGKqk,ChIJt6hfR_MABDQRksRMRk3NNeM,48635,6,4
17,ChIJ0bhKQPMABDQRKBw-rvCdGTY,ChIJKZgH5NAABDQRAHOLtYiGKqk,57259,5,4
18,ChIJ449SORT2AzQR_if9kbex7AU,ChIJ9XhSRN8GBDQRrPDT9Eef-PE,48207,2,4
19,ChIJmV-RB4jwAzQRhLL8dPEpR9Y,ChIJJaWFEif7AzQRDuXvgM4x5pg,29091,4,3
20,ChIJm4cZJD77AzQRwgM-ocKTZFE,ChIJPwUMKiH7AzQR6PcA8sjW960,11361,1,1
21,ChIJWVexNiH7AzQRLPPbG2X1NSk,ChIJm4cZJD77AzQRwgM-ocKTZFE,42413,2,4
22,ChIJiw0O5hYKBDQRU7I9NhyGHuo,ChIJ_2LvSyf2AzQRpjgC1ySZR6E,54893,1,4
23,ChIJ2yF2fkkIBDQRlyfZn7DilpU,ChIJ_wcQwmPwAzQREridmnBsv6Y,39495,1,4
24,ChIJsWTfPNAGBDQRjmsMMUmZTFc,ChIJtWFnW98DBDQRoAYNKzWjNxM,29821,1,3
25,ChIJcU9ddCUCBDQRXEKIagoFpIw,ChIJbU5YJAIBBDQRTcHAqXRAPcs,15152,5,1
26,ChIJbU5YJAIBBDQRTcHAqXRAPcs,ChIJcU9ddCUCBDQRXEKIagoFpIw,34870,2,3
27,ChIJE-FWMvMDBDQRBCxQzoVA-Ao,ChIJlVCK4R4ABDQRtCCW_FlHlmc,29225,1,3
28,ChIJLzbOoRwABDQR8ThCHYHjZBM,ChIJx6pxIIcBBDQRAdE4DiWfq8c,42792,2,4
29,ChIJLzq5Upf_AzQRnZiqhTdtA48,ChIJlVCK4R4ABDQRtCCW_FlHlmc,51514,2,4
30,ChIJa8yylvD4AzQRsnt7Pi07qbk,ChIJtWFnW98DBDQRoAYNKzWjNxM,25651,2,2
31,ChIJBZqXiU4HBDQR9DbZQJ2qP2Y,ChIJbbUMxZf4AzQRli9P7WHuz8c,16543,2,1
32,ChIJbbUMxZf4AzQRli9P7WHuz8c,ChIJBZqXiU4HBDQR9DbZQJ2qP2Y,23016,2,2
33,ChIJl_ohEXcBBDQR-LBSGzA28ZQ,ChIJMQ7FO08IBDQRmVobPFyjnoc,17957,1,1
34,ChIJMQ7FO08IBDQRmVobPFyjnoc,ChIJl_ohEXcBBDQR-LBSGzA28ZQ,40622,1,4
35,ChIJeQBxpZD_AzQRaARgCPz2PF4,ChIJKRMXnUwHBDQR8FV44-4_eGw,8515,1,1
36,ChIJKRMXnUwHBDQR8FV44-4_eGw,ChIJeQBxpZD_AzQRaARgCPz2PF4,30361,1,3
37,ChIJvZNU33ULBDQRz60p8U0FYok,ChIJGQU8KO34AzQRh8HbTGH4bcg,27772,2,3
38,ChIJZXg030kHBDQRUg-jZdo0kbo,ChIJd7p3ECsHBDQRm6g2Op1Lnns,17050,1,1
39,ChIJd7p3ECsHBDQRm6g2Op1Lnns,ChIJZXg030kHBDQRUg-jZdo0kbo,30504,1,3
40,ChIJ_RvewFkBBDQRRI2zO725tHk,ChIJKVj6--wABDQRaj8-Kr6Sa7s,26857,1,2
41,ChIJKVj6--wABDQRaj8-Kr6Sa7s,ChIJ_RvewFkBBDQRRI2zO725tHk,45419,1,4
42,ChIJ96SxOhT2AzQR_hVpmYFjjM0,ChIJh0i27CD2AzQR2ePRZkKfLlA,41999,3,4
43,ChIJh0i27CD2AzQR2ePRZkKfLlA,ChIJ96SxOhT2AzQR_hVpmYFjjM0,55426,2,4
44,ChIJcVvzfUoGBDQRggqxLrnUTFA,ChIJ8XVN07H4AzQRwRxLfvP2QeI,32089,2,3
45,ChIJO8obQtkABDQRIEi2P3Xbpy0,ChIJlVCK4R4ABDQRtCCW_FlHlmc,31990,2,3
46,ChIJ6bEWRaqqBjQRhTf5NjF5qBw,ChIJA24ilKeqBjQRYyQd1-VrYG0,16744,2,1
47,ChIJgV_KqO8ABDQRU1uJf7kqoac,ChIJlVCK4R4ABDQRtCCW_FlHlmc,36520,2,4
48,ChIJpXpMhFkBBDQRfcH10QGi6EI,EiY2MzMgS2luZydzIFJkLCBUc2F0IFRzeiBNdWksIEhvbmcgS29uZyIxEi8KFAoSCYVVK9YRAQQ0EaWwY_IMrFrCEPkEKhQKEgldRRQvDwEENBHgkc5AFNH5xw,18659,3,2
49,EiY2MzMgS2luZydzIFJkLCBUc2F0IFRzeiBNdWksIEhvbmcgS29uZyIxEi8KFAoSCYVVK9YRAQQ0EaWwY_IMrFrCEPkEKhQKEgldRRQvDwEENBHgkc5AFNH5xw,ChIJpXpMhFkBBDQRfcH10QGi6EI,27135,3,3
