1,ChIJjYg8ttMABDQR_n5_V9flmqQ,ChIJZXg030kHBDQRUg-jZdo0kbo,20105,2,2
2,ChIJoy5K6SYHBDQRRNWiUpHPt9Y,ChIJO4QIw8YABDQRf8UmD3RAFfA,13584,2,1
3,ChIJxfhERlOdGGARFud6_QOXcS8,ChIJP2AiPKbwAzQRrhHn9k10yRQ,17260,2,1
4,ChIJP2AiPKbwAzQRrhHn9k10yRQ,ChIJxfhERlOdGGARFud6_QOXcS8,23446,2,2
5,ChIJiXRjKev_AzQRsyRRNB78rKs,ChIJB9KkU1oBBDQRyMkv-OSTc1M,23020,1,2
6,ChIJB9KkU1oBBDQRyMkv-OSTc1M,ChIJFymyfXcBBDQRnMJWzxiFBec,27981,1,3
7,ChIJuefxrvD_AzQR3UbXNZxONW4,ChIJqagWOVcABDQRUBL5bRrj6FQ,46881,1,4
8,ChIJqagWOVcABDQRUBL5bRrj6FQ,ChIJuefxrvD_AzQR3UbXNZxONW4,58220,1,4
9,ChIJMTMbVi33AzQRgo65Ul9OsVE,ChIJi2bAWIDwAzQRFT82yAJjJ4o,17942,1,1
10,ChIJD4Yu9IDwAzQRe39BmjUPQpU,ChIJMTMbVi33AzQRgo65Ul9OsVE,46634,1,4
11,ChIJnRD-1t8DBDQRQOspZ9CAUss,ChIJKVj6--wABDQRaj8-Kr6Sa7s,13804,1,1
12,ChIJKVj6--wABDQRaj8-Kr6Sa7s,ChIJnRD-1t8DBDQRQOspZ9CAUss,22325,1,2
13,ChIJBYGT2HUBBDQRrfe3NPR04xM,ChIJzYsOtZL_AzQRktepo6TvbQA,25078,2,2
14,ChIJzYsOtZL_AzQRktepo6TvbQA,ChIJBYGT2HUBBDQRrfe3NPR04xM,37558,2,4
15,ChIJKZgH5NAABDQRAHOLtYiGKqk,ChIJcae2xksABDQRnBiy6q6_Vn0,48347,4,4
16,ChIJcae2xksABDQRnBiy6q6_Vn0,ChIJKZgH5NAABDQRAHOLtYiGKqk,56763,4,4
17,ChIJxVfFM8wGBDQRmxsJiJ9YGBQ,ChIJiXRjKev_AzQRsyRRNB78rKs,20469,1,2
18,ChIJiXRjKev_AzQRsyRRNB78rKs,ChIJxVfFM8wGBDQRmxsJiJ9YGBQ,34981,1,3
19,ChIJx6pxIIcBBDQRAdE4DiWfq8c,ChIJNZ0I-k0ABDQR3sOVv2zQOs8,29682,2,3
20,ChIJz6cw7K0ABDQRKAWpC2YXOi0,ChIJkebYX-3_AzQR5FHJoxhQ0Qs,18210,1,2
21,ChIJkebYX-3_AzQR5FHJoxhQ0Qs,ChIJz6cw7K0ABDQRKAWpC2YXOi0,27753,2,3
22,ChIJ41521CcHBDQRjsLb_6JMIDk,ChIJIemWRHgBBDQRlDoGyxWUY8g,53863,1,4
23,ChIJ1d-Yr-IDBDQR2oumimU6oro,ChIJk19OUa0GBDQRdqkBfdP9DtY,19258,3,2
24,ChIJk19OUa0GBDQRdqkBfdP9DtY,ChIJ1d-Yr-IDBDQR2oumimU6oro,27385,3,3
25,ChIJWxeMvnMBBDQR6NU8E5SA_xc,ChIJgVf8FlAIBDQRUTK3QWFEyno,30572,1,3
26,ChIJgVf8FlAIBDQRUTK3QWFEyno,ChIJWxeMvnMBBDQR6NU8E5SA_xc,61261,1,4
27,ChIJg1wQE9niAzQRQFGrqXle0AY,ChIJE5kfoKv4AzQRVqQM-wZaCtg,51774,3,4
28,ChIJ8_FWqngABDQRcPCy-6lp6Xk,ChIJAQZ8mrgABDQRMt3J1PQ-mEU,29843,1,3
29,ChIJlVCK4R4ABDQRtCCW_FlHlmc,ChIJub5RQ5TwAzQR8D5ylE9dpkk,28876,2,3
30,ChIJx3_LiK0IBDQRTsp4_EBoEJM,ChIJS9XYFev_AzQRdvnKpFqi2L8,25754,2,2
31,ChIJkx7mZHgABDQRLJxXJ-BcuPk,ChIJabQG404ABDQRvf4JxKwns6Y,25234,4,2
32,ChIJabQG404ABDQRvf4JxKwns6Y,ChIJkx7mZHgABDQRLJxXJ-BcuPk,25234,4,2
33,ChIJkXln2gsEBDQRtVZPskaaIr0,ChIJWUuWZOADBDQRJsLjXq1HhPE,48988,2,4
34,ChIJDXMMob34AzQRpZQFBhUI4P0,ChIJi2jBw1oABDQR8s-joQvS6rE,27492,2,3
35,ChIJ9fbvbAUBBDQRKC7j7477chc,ChIJod7UKX8ABDQRGF3gi6Pjyd8,19139,2,2
36,ChIJod7UKX8ABDQRGF3gi6Pjyd8,ChIJ9fbvbAUBBDQRKC7j7477chc,48173,2,4
37,ChIJZXg030kHBDQRUg-jZdo0kbo,ChIJS6KQGisHBDQR1FfI8soHhb8,16365,1,1
38,ChIJS6KQGisHBDQR1FfI8soHhb8,ChIJZXg030kHBDQRUg-jZdo0kbo,26291,1,2
39,ChIJ_RvewFkBBDQRRI2zO725tHk,ChIJKVj6--wABDQRaj8-Kr6Sa7s,26631,4,2
40,ChIJKVj6--wABDQRaj8-Kr6Sa7s,ChIJ_RvewFkBBDQRRI2zO725tHk,45006,3,4
41,ChIJE5KBrlsBBDQR5yLNt8PhcDU,ChIJTwVu71AGBDQRAShF92PFIa0,23273,2,2
42,ChIJTwVu71AGBDQRAShF92PFIa0,ChIJE5KBrlsBBDQR5yLNt8PhcDU,30385,2,3
43,ChIJx6pxIIcBBDQRAdE4DiWfq8c,ChIJ9a7DgkQABDQR-OqUnfrHu54,27014,2,3
44,ChIJlVCK4R4ABDQRtCCW_FlHlmc,ChIJ6bEWRaqqBjQRhTf5NjF5qBw,23144,1,2
45,ChIJlVCK4R4ABDQRtCCW_FlHlmc,ChIJ6bEWRaqqBjQRhTf5NjF5qBw,53361,1,4
46,ChIJOc-E6O76AzQRvCuddhV4Loc,ChIJxYj6tR_7AzQRySSU-u338hA,5905,1,1
47,ChIJrWQxwK0ABDQRzp1ZZTKiNEg,ChIJ6YWTo8EABDQRQdtZmfb0kl4,37419,1,4
48,ChIJ6YWTo8EABDQRQdtZmfb0kl4,ChIJrWQxwK0ABDQRzp1ZZTKiNEg,60360,1,4
49,ChIJnQkecQYEBDQRmocF4x4sQw0,ChIJbxrcZnYEBDQRsZHU4mj8sdg,11334,2,1
50,ChIJz4LqfXUEBDQRMR05fSGTeUo,ChIJnQkecQYEBDQRmocF4x4sQw0,26428,3,2
51,ChIJcz1IQof5AzQRTpNMfthYgO8,ChIJx6pxIIcBBDQRAdE4DiWfq8c,29393,2,3
52,ChIJlVCK4R4ABDQRtCCW_FlHlmc,ChIJ31ANc0j7AzQRCOvydmu7DN4,28547,2,3
53,ChIJr2svatgGBDQRaT091UZ2p-Y,ChIJk1Tpw634AzQRDQJXVdT4lgo,26261,2,2
54,ChIJV_6vmr34AzQR4v2DPZ9db5s,ChIJM_MbAc4ABDQRRNeyYHjbrJE,25080,2,2
55,ChIJM_MbAc4ABDQRRNeyYHjbrJE,ChIJV_6vmr34AzQR4v2DPZ9db5s,35511,2,3
56,EiYxNCBMYWd1bmEgU3QgRSwgTGFndW5hIENpdHksIEhvbmcgS29uZyIwEi4KFAoSCRmEaW5bAQQ0EUGIHaQUwG8rEA4qFAoSCRmEaW5bAQQ0EWOBLkygw8xd,ChIJkehXBisHBDQRWmWaXBdvH1g,25324,4,2
57,ChIJkehXBisHBDQRWmWaXBdvH1g,EiYxNCBMYWd1bmEgU3QgRSwgTGFndW5hIENpdHksIEhvbmcgS29uZyIwEi4KFAoSCRmEaW5bAQQ0EUGIHaQUwG8rEA4qFAoSCRmEaW5bAQQ0EWOBLkygw8xd,41648,4,4
58,ChIJJy6L2McABDQR2WY_GCESFjA,ChIJw-N4xQAEBDQRYpKQ0chKwVQ,18157,3,2
59,ChIJ9bybtkQBBDQR4j7Tu8oed-M,ChIJ2ylVj-0ABDQRSjw1S_X-baE,16965,2,1
60,ChIJ2ylVj-0ABDQRSjw1S_X-baE,ChIJ9bybtkQBBDQR4j7Tu8oed-M,25121,2,2
61,ChIJx6pxIIcBBDQRAdE4DiWfq8c,ChIJFVHf_gQBBDQRJUJ1TROBMSU,29682,2,3
62,ChIJC9SNEVsBBDQRnjar_s6efZ4,ChIJqYJYlNAGBDQRQli0wBhXCBM,27475,2,3
63,ChIJC7pwv4T_AzQR0g_82kCKRwA,ChIJk1Tpw634AzQRDQJXVdT4lgo,34483,3,3
64,ChIJk1Tpw634AzQRDQJXVdT4lgo,ChIJC7pwv4T_AzQR0g_82kCKRwA,34483,3,3
65,ChIJB2tIOIgBBDQR2-UG82bR7Sw,ChIJCWiW3lIABDQRTi6ih8tcPR8,15743,3,1
66,ChIJCWiW3lIABDQRTi6ih8tcPR8,ChIJB2tIOIgBBDQR2-UG82bR7Sw,27863,3,3
67,EiczNCBUYWkgV28gSGF1IFJkLCBLd2FpIENodW5nLCBIb25nIEtvbmciMBIuChQKEglb_uRDkfgDNBG_4KEE0K8q-hAiKhQKEgmL8WCwlvgDNBHiTTDQyYsrvQ,ChIJV2PkBe34AzQR9N64qEMD5mw,47730,3,4
68,ChIJV2PkBe34AzQR9N64qEMD5mw,EiczNCBUYWkgV28gSGF1IFJkLCBLd2FpIENodW5nLCBIb25nIEtvbmciMBIuChQKEglb_uRDkfgDNBG_4KEE0K8q-hAiKhQKEgmL8WCwlvgDNBHiTTDQyYsrvQ,57404,3,4
69,ChIJ6bEWRaqqBjQRhTf5NjF5qBw,ChIJR_seZyMABDQR8ueer3i921k,23243,2,2
70,ChIJR_seZyMABDQR8ueer3i921k,ChIJ6bEWRaqqBjQRhTf5NjF5qBw,29592,1,3
71,ChIJecA2Z2IABDQRTeedcL7ZvQ8,ChIJod7UKX8ABDQRGF3gi6Pjyd8,13521,3,1
72,ChIJqU9KlUoBBDQRwQ1ZmDH4ATA,ChIJk19OUa0GBDQRdqkBfdP9DtY,17155,2,1
73,ChIJab3NPSUHBDQR9tOHbkBwvas,ChIJTc2-JDUHBDQRNqHxx88d6aM,28819,3,3
74,ChIJTc2-JDUHBDQRNqHxx88d6aM,ChIJab3NPSUHBDQR9tOHbkBwvas,33493,3,3
75,ChIJj1mybEsIBDQR4Mrwd69MD0Y,ChIJiXRjKev_AzQRsyRRNB78rKs,25603,2,2
76,ChIJo5qLLUwABDQRRCcr-eTMrug,ChIJdS1kqnzwAzQRrTLbpMjGrf4,13787,6,1
