1,ChIJ_VQN0Q0EBDQRTbPXQ5-Mt2Y,ChIJ5zGete0ABDQRiMFCaPXrGYQ,46370,4,4
2,ChIJ33DH_v7_AzQRKgEewbvQjyk,ChIJlVCK4R4ABDQRtCCW_FlHlmc,12612,2,1
3,ChIJIc9aWCgCBDQRlhDSVKdMgWM,ChIJNwmdUN76AzQRKhmKMrYSOJw,36059,2,4
4,ChIJp4sJ8lgBBDQRZ055amEvMVY,ChIJUWYaYBYIBDQRcaExWY0TPKA,33247,1,3
5,ChIJUWYaYBYIBDQRcaExWY0TPKA,ChIJp4sJ8lgBBDQRZ055amEvMVY,58879,2,4
6,ChIJFymyfXcBBDQRnMJWzxiFBec,ChIJRyrMClUABDQRXh1XN4Roegg,31577,3,3
7,ChIJRyrMClUABDQRXh1XN4Roegg,ChIJFymyfXcBBDQRnMJWzxiFBec,41707,4,4
8,ChIJNZhTbOcGBDQRiKmEVo8I_EY,ChIJv0Jh1KgIBDQRsWgRS4zW7vQ,19338,1,2
9,ChIJMTMbVi33AzQRgo65Ul9OsVE,ChIJPZXTUy_8AzQRBVRH5GyvszU,19979,4,2
10,ChIJPZXTUy_8AzQRBVRH5GyvszU,ChIJMTMbVi33AzQRgo65Ul9OsVE,46617,3,4
11,ChIJLXyr21kBBDQRh7jWfRxUWFk,ChIJ_2LvSyf2AzQRpjgC1ySZR6E,20499,2,2
12,ChIJNZ0I-k0ABDQR3sOVv2zQOs8,ChIJx6pxIIcBBDQRAdE4DiWfq8c,17194,2,1
13,ChIJy4IwHbr4AzQRB_M2FnO5aeg,ChIJf9glLBQGBDQRdnbWkcKBcP4,15928,1,1
14,ChIJnTcYXSL7AzQRJE0mRpwjOT4,ChIJf9glLBQGBDQRdnbWkcKBcP4,39130,1,4
15,ChIJWxeMvnMBBDQR6NU8E5SA_xc,ChIJgVf8FlAIBDQRUTK3QWFEyno,28269,1,3
16,ChIJgVf8FlAIBDQRUTK3QWFEyno,ChIJWxeMvnMBBDQR6NU8E5SA_xc,61114,1,4
17,ChIJOWZtkSb7AzQRqBaWE7QQcz4,ChIJgzPq5DMBBDQR8zgaWx6Z2I0,35638,1,3
18,ChIJgzPq5DMBBDQR8zgaWx6Z2I0,ChIJOWZtkSb7AzQRqBaWE7QQcz4,63201,4,4
19,ChIJh9z2LbwFBDQRO1e15BFlyb0,ChIJgV8PMM0GBDQR9oX6tBPgDys,45218,3,4
20,ChIJgV8PMM0GBDQR9oX6tBPgDys,ChIJh9z2LbwFBDQRO1e15BFlyb0,62608,4,4
21,ChIJtWFnW98DBDQRoAYNKzWjNxM,ChIJa8yylvD4AzQRsnt7Pi07qbk,49016,3,4
22,ChIJWUuWZOADBDQRJsLjXq1HhPE,ChIJkXln2gsEBDQRtVZPskaaIr0,10080,1,1
23,ChIJ0f7yof7_AzQR_lVHLML5D0U,ChIJecJ9K48BBDQRfGlTV0hwbLo,26877,3,2
24,ChIJt0DJyabiAzQRfPqGS-n3RJw,ChIJpfFVGRX7AzQR2H9U1WMFA1M,36380,2,4
25,ChIJ9fbvbAUBBDQRKC7j7477chc,ChIJod7UKX8ABDQRGF3gi6Pjyd8,18518,2,2
26,ChIJod7UKX8ABDQRGF3gi6Pjyd8,ChIJ9fbvbAUBBDQRKC7j7477chc,46810,2,4
27,ChIJ_RvewFkBBDQRRI2zO725tHk,ChIJKVj6--wABDQRaj8-Kr6Sa7s,26559,1,2
28,ChIJKVj6--wABDQRaj8-Kr6Sa7s,ChIJ_RvewFkBBDQRRI2zO725tHk,45114,1,4
29,ChIJRwAVKo_wAzQRCOVCcdEF-ec,ChIJwQ58V_EDBDQR9iK1nfxxDdQ,30559,2,3
30,ChIJlVCK4R4ABDQRtCCW_FlHlmc,ChIJ6bEWRaqqBjQRhTf5NjF5qBw,17887,1,1
31,ChIJ6bEWRaqqBjQRhTf5NjF5qBw,ChIJlVCK4R4ABDQRtCCW_FlHlmc,29633,1,3
32,ChIJpXpMhFkBBDQRfcH10QGi6EI,ChIJz0PPQvIDBDQR9sQjA3d9KkA,26468,3,2
33,ChIJz0PPQvIDBDQR9sQjA3d9KkA,ChIJpXpMhFkBBDQRfcH10QGi6EI,35056,3,3
34,ChIJS6DNnJD_AzQRo12YfDBBpUA,ChIJf9glLBQGBDQRdnbWkcKBcP4,24481,2,2
35,ChIJV8ljS4HwAzQRE-E4s-llPHQ,ChIJlVCK4R4ABDQRtCCW_FlHlmc,28919,1,3
36,ChIJndxJ2e8DBDQR-LhLYCwXtp8,ChIJuawP83UEBDQRL2UdGVulaBU,14254,2,1
37,ChIJfySI-UgHBDQRCMZL4u9oVyA,ChIJgYY4Hr74AzQRaBFl3h8GdJY,20601,2,2
38,ChIJ31ANc0j7AzQRCOvydmu7DN4,ChIJlVCK4R4ABDQRtCCW_FlHlmc,51371,2,4
39,ChIJZXg030kHBDQRUg-jZdo0kbo,ChIJF_ussCf2AzQRM4axxR5okgM,21139,9,2
40,ChIJW7oR9Q0KBDQRVLlkYKFWJ3Y,ChIJF_ussCf2AzQRM4axxR5okgM,33513,9,3
